;Zustandsname;Flächenheizer oben;Flächenheizer unten;FIT PT100;Druck Formwerkzeug;Stempelposition;Stempelgeschwindigkeit
10:08:07.142000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.143000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.144000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.145000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.146000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.147000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.148000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.149000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.150000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.151000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.152000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.153000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.154000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.155000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.156000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.157000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.158000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.159000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.160000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.161000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.162000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.163000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.164000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.165000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.166000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.167000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.168000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.169000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.170000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.171000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.172000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.173000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.174000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.175000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.176000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.177000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.178000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.179000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.180000;S2: Bearbeitung Heizen;120.380;120.030;0.000;0.000;0.000;0.000
10:08:07.181000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.182000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.183000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.184000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.185000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.186000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.187000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.188000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.189000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.190000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.191000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.192000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.193000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.194000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.195000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.196000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.197000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.198000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.199000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.200000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.201000;S2: Bearbeitung Heizen;120.380;120.000;0.000;0.000;0.000;0.000
10:08:07.202000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.203000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.204000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.205000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.206000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.207000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.208000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.209000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.210000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.211000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.212000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.213000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.214000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.215000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.216000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.217000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.218000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.219000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.220000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.221000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.222000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.223000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.224000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.225000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.226000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
10:08:07.227000;S2: Bearbeitung Heizen;120.370;120.000;0.000;0.000;0.000;0.000
